DateScraped,CitationNumber,HearingTime,HearingType,Courtroom,Status
2023-10-14,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-10-14,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-10-14,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-10-14,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-10-14,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-10-14,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-10-14,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-10-15,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-10-15,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-10-15,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-10-15,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-10-15,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-10-15,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-10-15,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-10-15,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-10-15,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-10-16,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-10-16,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-10-16,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-10-16,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-10-16,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-10-16,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-10-16,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-10-16,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-10-16,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-10-16,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-10-16,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-10-16,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-10-17,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-10-17,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-10-17,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-10-17,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-10-17,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-10-17,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-10-17,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-10-17,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-10-17,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-10-17,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-10-17,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-10-17,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-10-18,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-10-18,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-10-18,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-10-18,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-10-18,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-10-18,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-10-18,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-10-18,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-10-18,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-10-18,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-10-18,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-10-18,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-10-19,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-10-19,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-10-19,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-10-19,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-10-19,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-10-19,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-10-19,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-10-19,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-10-19,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-10-19,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-10-19,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-10-19,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-10-20,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-10-20,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-10-20,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-10-20,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-10-20,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-10-20,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-10-20,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-10-20,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-10-20,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-10-20,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-10-20,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-10-20,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-10-21,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-10-21,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-10-21,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-10-21,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-10-21,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-10-21,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-10-21,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-10-21,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-10-21,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-10-21,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-10-21,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-10-21,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-10-22,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-10-22,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-10-22,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-10-22,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-10-22,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-10-22,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-10-22,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-10-22,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-10-22,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-10-22,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-10-22,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-10-22,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-10-23,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-10-23,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-10-23,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-10-23,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-10-23,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-10-23,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-10-23,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-10-23,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-10-23,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-10-23,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-10-23,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-10-23,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-10-24,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-10-24,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-10-24,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-10-24,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-10-24,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-10-25,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-10-25,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-10-25,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-10-25,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-10-25,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-10-26,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-10-26,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-10-26,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-10-26,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-10-26,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-10-26,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-10-26,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-10-26,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-10-26,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-10-26,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-10-27,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-10-27,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-10-27,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-10-27,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-10-27,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-10-27,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-10-27,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-10-27,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-10-27,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-10-27,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-10-27,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-10-27,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-10-29,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-10-29,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-10-29,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-10-29,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-10-29,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-10-29,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-10-29,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-10-29,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-10-29,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-10-29,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-10-29,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-10-29,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-10-30,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-10-30,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-10-30,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-10-31,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-10-31,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-01,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-11-01,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-11-01,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-11-01,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-11-01,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-11-01,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-11-01,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-11-01,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-11-01,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-11-01,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-11-01,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-01,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-02,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-11-02,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-11-02,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-11-02,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-11-02,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-11-02,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-11-02,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-11-02,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-11-02,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-11-02,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-11-02,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-02,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-03,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-11-03,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-11-03,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-11-03,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-11-03,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-11-03,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-11-03,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-11-03,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-03,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-04,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-11-04,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-11-04,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-11-04,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-11-04,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-11-04,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-11-04,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-11-04,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-11-04,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-11-04,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-11-04,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-04,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-05,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-11-05,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-11-05,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-11-05,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-11-05,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-11-05,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-11-05,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-11-05,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-11-05,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-11-05,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-11-05,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-05,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-06,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-11-06,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-11-06,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-11-06,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-11-06,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-11-06,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-11-06,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-11-06,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-11-06,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-11-06,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-11-07,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-11-07,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-11-07,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-11-07,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-11-07,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-11-07,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-11-07,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-11-07,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-11-07,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-11-07,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-11-07,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-07,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-08,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-11-08,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-11-08,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-11-08,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-11-08,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-11-08,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-11-08,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-11-09,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-11-09,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-11-09,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-11-09,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-11-09,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-11-09,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-11-09,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-11-09,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-11-09,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-11-09,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-11-09,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-09,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-10,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-11-10,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-11-10,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-11-10,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-11-10,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-11-10,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-11-10,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-11-10,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-11-10,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-11-10,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-11-10,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-10,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-11,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-11-11,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-11-11,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-11-11,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-11-11,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-11-11,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-11-11,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-11-11,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-11-11,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-11-11,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-11-11,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-11,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-12,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-11-12,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-11-12,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-11-12,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-11-12,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-11-12,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-11-12,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-11-12,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-11-12,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-11-12,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-11-12,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-12,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-13,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-11-13,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-11-13,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-11-13,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-11-13,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-11-13,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-11-13,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-11-13,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-11-13,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-11-13,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-11-13,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-13,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-14,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-11-14,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-11-14,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-11-14,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-11-14,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-11-14,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-11-14,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-11-14,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-14,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-15,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-11-15,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-11-15,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-11-15,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-11-15,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-11-15,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-11-15,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-11-15,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-11-15,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-11-15,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-11-15,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-15,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-16,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-11-16,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-11-16,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-11-16,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-11-16,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-11-16,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-11-16,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-11-16,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-11-16,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-11-16,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-11-16,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-16,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-17,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-11-17,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-11-17,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-11-17,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-11-17,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-11-17,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-11-17,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-11-17,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-11-17,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-11-17,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-11-17,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-17,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-18,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-11-18,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-11-18,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-11-18,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-11-18,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-11-18,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-11-18,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-11-18,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-11-18,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-11-18,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-11-18,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-18,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-19,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-11-19,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-11-19,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-11-19,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-19,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-20,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-11-20,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-11-20,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-11-20,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-20,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-21,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-11-21,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-11-21,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-11-21,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-21,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-22,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-11-22,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-11-22,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-11-23,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-23,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-24,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-24,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-25,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-25,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-26,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-11-26,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-11-26,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-11-26,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-11-26,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-11-27,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
