DateScraped,CitationNumber,HearingTime,HearingType,Courtroom,Status
2023-03-18,2A0530631,04/27/2023 09:00 AM,DISPO,301,A
2023-03-18,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-03-18,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-03-18,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-03-18,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-03-18,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-03-18,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-03-18,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-03-18,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-03-18,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-03-18,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-03-18,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-06-09,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-06-09,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-06-09,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-06-09,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-06-09,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-06-27,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-06-27,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-06-27,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-06-27,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-06-27,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-06-27,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-06-27,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-06-27,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-06-27,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-06-27,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-06-27,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-06-27,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-06-28,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-06-28,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-06-28,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-06-28,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-06-28,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-06-28,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-06-28,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-06-28,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-06-28,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-06-28,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-06-28,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-06-28,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-02,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-02,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-02,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-02,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-02,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-02,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-02,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-02,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-02,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-02,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-02,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-02,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-05,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-05,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-05,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-05,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-05,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-05,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-05,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-05,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-05,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-05,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-05,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-05,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-06,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-06,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-06,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-06,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-06,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-06,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-06,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-06,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-06,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-06,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-06,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-06,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-07,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-07,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-07,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-07,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-07,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-07,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-07,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-07,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-07,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-07,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-07,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-07,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-08,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-08,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-08,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-08,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-08,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-08,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-08,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-08,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-08,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-08,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-08,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-08,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-09,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-09,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-09,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-09,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-09,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-09,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-09,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-09,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-09,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-09,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-09,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-09,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-10,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-10,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-10,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-10,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-10,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-10,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-10,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-10,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-10,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-10,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-10,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-10,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-11,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-11,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-11,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-11,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-11,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-11,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-11,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-11,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-11,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-11,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-11,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-11,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-14,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-14,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-14,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-14,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-14,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-14,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-14,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-14,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-14,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-14,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-14,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-14,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-15,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-15,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-15,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-15,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-15,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-15,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-15,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-15,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-15,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-15,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-15,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-15,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-16,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-16,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-16,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-16,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-16,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-16,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-16,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-16,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-16,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-16,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-16,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-16,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-17,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-17,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-17,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-17,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-17,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-17,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-17,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-17,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-17,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-17,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-17,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-17,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-18,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-18,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-18,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-18,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-18,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-18,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-18,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-18,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-18,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-18,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-18,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-18,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-19,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-19,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-19,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-19,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-19,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-19,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-19,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-19,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-19,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-19,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-19,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-19,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-20,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-20,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-20,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-20,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-20,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-20,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-20,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-20,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-20,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-20,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-20,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-20,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-21,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-21,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-21,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-21,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-21,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-21,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-21,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-21,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-21,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-21,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-21,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-21,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-22,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-22,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-22,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-22,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-22,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-23,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-23,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-23,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-23,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-23,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-24,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-24,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-24,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-24,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-24,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-24,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-24,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-24,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-24,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-24,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-24,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-24,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-25,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-25,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-25,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-25,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-25,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-25,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-25,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-25,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-25,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-26,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-26,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-26,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-26,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-26,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-26,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-26,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-26,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-26,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-26,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-26,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-26,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-27,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-27,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-27,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-27,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-27,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-27,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-27,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-27,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-27,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-27,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-27,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-27,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-28,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-28,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-28,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-28,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-28,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-28,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-28,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-28,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-28,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-28,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-28,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-28,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-07-29,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-29,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-29,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-29,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-29,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-29,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-29,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-29,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-29,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-29,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-30,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-30,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-30,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-30,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-30,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-30,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-30,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-30,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-30,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-30,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-31,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-07-31,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-07-31,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-07-31,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-07-31,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-07-31,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-07-31,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-07-31,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-07-31,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-07-31,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-07-31,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-07-31,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-08-01,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-08-01,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-08-01,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-08-01,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-08-01,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-08-01,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-08-01,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-08-01,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-08-01,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-08-01,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-08-01,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-08-01,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-08-02,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-08-02,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-08-02,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-08-03,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-08-03,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-08-03,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-08-03,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-08-03,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-08-03,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-08-03,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-08-03,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-08-03,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-08-03,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-08-03,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-08-03,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-08-04,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-08-04,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-08-04,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-08-04,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-08-04,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-08-04,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-08-04,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-08-04,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-08-04,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-08-04,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-08-04,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-08-04,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-08-07,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-08-07,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-08-07,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-08-07,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-08-07,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-08-07,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-08-07,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-08-07,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-08-07,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-08-07,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-08-07,2A0084843,11/15/2022 02:00 PM,CTH,301,H
2023-08-07,2A0084843,11/14/2022 03:45 PM,CTSC,201,C
2023-08-08,2A0530631,04/27/2023 09:00 AM,DISPO,301,H
2023-08-08,2A0530631,02/14/2023 09:05 AM,CTH,301,H
2023-08-08,2A0530631,01/31/2023 09:05 AM,CTH,301,H
2023-08-08,2A0530631,01/12/2023 02:00 PM,CTH,301,H
2023-08-08,2A0530631,01/11/2023 02:00 PM,CTH,301,C
2023-08-08,2A0530631,11/29/2022 02:00 PM,CTH,301,H
2023-08-08,2A0530631,11/28/2022 03:00 PM,CTSC,201,C
2023-08-08,2A0365587,12/15/2022 01:33 PM,DISPO,301,H
2023-08-08,2A0365587,11/15/2022 01:35 PM,CTH,301,H
2023-08-08,2A0365587,11/09/2022 02:00 PM,CTSC,201,C
2023-08-08,2A0084843,11/15/2022 02:00 PM,CTH,301,H
